All hps: 2021-01-16 21:37:39 model=wrn-28-10-drop dataset=cifar10 attack=square_linf n_ex=10000 eps=16 p=0.06 n_iter=10000
finish load victim model
Clean accuracy: 95.97%
1: acc=63.69% acc_corr=66.36% avg#q_ae=1.07 med#q=1.0, avg_margin=2.64 (n_ex=9597, eps=0.063, 4.73s)
2780: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.04s)
2781: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.04s)
2782: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.05s)
2783: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.05s)
2784: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.06s)
2785: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.06s)
2786: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.07s)
2787: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.07s)
2788: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.07s)
2789: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.08s)
2790: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.08s)
2791: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.09s)
2792: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.09s)
2793: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.10s)
2794: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.10s)
2795: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.10s)
2796: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.11s)
2797: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.11s)
2798: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.12s)
2799: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.12s)
2800: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.13s)
2801: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.13s)
2802: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.14s)
2803: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.14s)
2804: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.14s)
2805: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.15s)
2806: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.15s)
2807: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.16s)
2808: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.16s)
2809: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.17s)
2810: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.17s)
2811: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.17s)
2812: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.18s)
2813: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.18s)
2814: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.19s)
2815: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.19s)
2816: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.20s)
2817: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.20s)
2818: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.20s)
2819: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.21s)
2820: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.21s)
2821: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.22s)
2822: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.22s)
2823: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.23s)
2824: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.23s)
2825: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.23s)
2826: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.24s)
2827: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.24s)
2828: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.25s)
2829: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.25s)
2830: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.26s)
2831: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.26s)
2832: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.27s)
2833: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.27s)
2834: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.27s)
2835: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.28s)
2836: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.28s)
2837: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.29s)
2838: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.29s)
2839: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.30s)
2840: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.30s)
2841: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.31s)
2842: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.31s)
2843: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.31s)
2844: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.32s)
2845: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.32s)
2846: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.33s)
2847: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.33s)
2848: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.34s)
2849: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.34s)
2850: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.34s)
2851: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.35s)
2852: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.35s)
2853: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.36s)
2854: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.36s)
2855: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.37s)
2856: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.37s)
2857: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.38s)
2858: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.38s)
2859: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.38s)
2860: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.39s)
2861: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.39s)
2862: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.40s)
2863: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.40s)
2864: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.41s)
2865: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.41s)
2866: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.42s)
2867: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.42s)
2868: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.42s)
2869: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.43s)
2870: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.43s)
2871: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.44s)
2872: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.44s)
2873: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.45s)
2874: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.45s)
2875: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.46s)
2876: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.46s)
2877: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.46s)
2878: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.47s)
2879: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.47s)
2880: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.48s)
2881: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.48s)
2882: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.49s)
2883: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.49s)
2884: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.50s)
2885: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.50s)
2886: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.50s)
2887: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.51s)
2888: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.51s)
2889: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.52s)
2890: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.52s)
2891: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.53s)
2892: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.53s)
2893: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.54s)
2894: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.54s)
2895: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.55s)
2896: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.55s)
2897: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.55s)
2898: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.56s)
2899: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.56s)
2900: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.57s)
2901: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.57s)
2902: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.58s)
2903: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.58s)
2904: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.59s)
2905: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.59s)
2906: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.59s)
2907: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.60s)
2908: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.60s)
2909: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.61s)
2910: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.61s)
2911: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.62s)
2912: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.62s)
2913: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.63s)
2914: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.63s)
2915: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.64s)
2916: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.64s)
2917: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.64s)
2918: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.65s)
2919: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.65s)
2920: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.66s)
2921: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.66s)
2922: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.67s)
2923: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.67s)
2924: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.68s)
2925: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.68s)
2926: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.69s)
2927: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.69s)
2928: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.69s)
2929: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.70s)
2930: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.70s)
2931: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.71s)
2932: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.71s)
2933: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.72s)
2934: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.72s)
2935: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.73s)
2936: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.73s)
2937: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.74s)
2938: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.74s)
2939: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.74s)
2940: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.75s)
2941: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.75s)
2942: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.76s)
2943: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.76s)
2944: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.77s)
2945: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.77s)
2946: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.78s)
2947: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.78s)
2948: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.79s)
2949: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.79s)
2950: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.79s)
2951: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.80s)
2952: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.80s)
2953: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.81s)
2954: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.81s)
2955: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.82s)
2956: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.82s)
2957: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.83s)
2958: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.83s)
2959: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.84s)
2960: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.84s)
2961: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.84s)
2962: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.85s)
2963: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.85s)
2964: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.86s)
2965: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 383.86s)
